"filename", "language", "CSS", "TypeScript", "TypeScript JSX", "Markdown", "comment", "blank", "total"
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\espace-technicien\components\TechnicianHistory.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 1, 1
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\espace-technicien\components\TechnicianSelector.tsx", "TypeScript JSX", 0, 0, 1, 0, 0, 1, 2
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\espace-technicien\components\TransfersHistory.tsx", "TypeScript JSX", 0, 0, 1, 0, 0, 1, 2
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\help\index.tsx", "TypeScript JSX", 0, 0, 225, 0, 7, 16, 248
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\index.tsx", "TypeScript JSX", 0, 0, 156, 0, 3, 11, 170
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\info-step\components\DiagnosticStepperInfo.tsx", "TypeScript JSX", 0, 0, 90, 0, 0, 7, 97
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\info-step\components\RentStepperInfo.tsx", "TypeScript JSX", 0, 0, 90, 0, 0, 7, 97
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\info-step\components\SaleStepperInfo.tsx", "TypeScript JSX", 0, 0, 173, 0, 4, 11, 188
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\info-step\index.tsx", "TypeScript JSX", 0, 0, 59, 0, 0, 7, 66
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\notifications\index.tsx", "TypeScript JSX", 0, 0, -72, 0, -2, -3, -77
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\produits\[id].tsx", "TypeScript JSX", 0, 0, 103, 0, 0, 11, 114
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\profile.tsx", "TypeScript JSX", 0, 0, 137, 0, 3, 13, 153
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\renseignement\components\FileViewer.tsx", "TypeScript JSX", 0, 0, 59, 0, 13, 19, 91
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\renseignement\components\RenseignementTable.tsx", "TypeScript JSX", 0, 0, 132, 0, 12, 16, 160
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\renseignement\index.tsx", "TypeScript JSX", 0, 0, 42, 0, 8, 6, 56
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\renseignement\patient\[id]\index.tsx", "TypeScript JSX", 0, 0, 222, 0, 15, 22, 259
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\renseignement\societe\[id]\index.tsx", "TypeScript JSX", 0, 0, 271, 0, 13, 20, 304
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\rentals\[id].tsx", "TypeScript JSX", 0, 0, 148, 0, 6, 21, 175
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\rentals\components\RentalDetailsCNAMSteps.tsx", "TypeScript JSX", 0, 0, 118, 0, 6, 15, 139
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\rentals\components\RentalDetailsDeviceConfig.tsx", "TypeScript JSX", 0, 0, 163, 0, 5, 13, 181
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\rentals\components\RentalDetailsPatientInfo.tsx", "TypeScript JSX", 0, 0, 62, 0, 0, 8, 70
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\rentals\components\RentalDetailsPaymentInfo.tsx", "TypeScript JSX", 0, 0, 97, 0, 3, 13, 113
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\reparateur\index.tsx", "TypeScript JSX", 0, 0, -2, 0, 0, 0, -2
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\sales\[id].tsx", "TypeScript JSX", 0, 0, 328, 0, 10, 22, 360
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\settings\components\BackupRestore.tsx", "TypeScript JSX", 0, 0, -366, 0, -23, -44, -433
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\settings\components\GeneralSettings.tsx", "TypeScript JSX", 0, 0, -356, 0, -9, -21, -386
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\settings\components\RolePermissions.tsx", "TypeScript JSX", 0, 0, -289, 0, -15, -22, -326
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\settings\components\UserManagement.tsx", "TypeScript JSX", 0, 0, -149, 0, -3, -11, -163
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\settings\index.tsx", "TypeScript JSX", 0, 0, -9, 0, 0, 0, -9
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\stock\components\StockInventory.tsx", "TypeScript JSX", 0, 0, 308, 0, 16, 16, 340
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\stock\components\StockLocations.tsx", "TypeScript JSX", 0, 0, 118, 0, 16, 16, 150
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\stock\components\StockTransfers.tsx", "TypeScript JSX", 0, 0, 100, 0, -2, 15, 113
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\stock\components\StockViewDialog.tsx", "TypeScript JSX", 0, 0, 280, 0, 23, 35, 338
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\stock\components\TransferDetailDialog.tsx", "TypeScript JSX", 0, 0, 208, 0, 8, 16, 232
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\stock\components\TransferHistory.tsx", "TypeScript JSX", 0, 0, 66, 0, 6, 4, 76
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\stock\components\TransferVerificationStatus.tsx", "TypeScript JSX", 0, 0, 166, 0, 7, 17, 190
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\stock\index.tsx", "TypeScript JSX", 0, 0, -7, 0, 0, 0, -7
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\tasks\index.tsx", "TypeScript JSX", 0, 0, 57, 0, 5, 16, 78
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\users\[id].tsx", "TypeScript JSX", 0, 0, 108, 0, 0, 11, 119
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\users\components\UsersTable.tsx", "TypeScript JSX", 0, 0, 215, 0, 13, 18, 246
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\users\components\columns.tsx", "TypeScript JSX", 0, 0, 93, 0, 2, 3, 98
"d:\gazzeh travail\espace-elite\src\pages\roles\admin\users\index.tsx", "TypeScript JSX", 0, 0, -58, 0, -4, 3, -59
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\EmployeeNavbar.tsx", "TypeScript JSX", 0, 0, 295, 0, 19, 31, 345
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\EmployeeSidebar.tsx", "TypeScript JSX", 0, 0, 206, 0, 15, 31, 252
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\DiagnosticStepperDialog.tsx", "TypeScript JSX", 0, 0, 513, 0, 52, 69, 634
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\DiagnosticStepperSidebar.tsx", "TypeScript JSX", 0, 0, 111, 0, 5, 8, 124
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\PatientInfoCard.tsx", "TypeScript JSX", 0, 0, 67, 0, 3, 7, 77
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\ProductFormCompany.tsx", "TypeScript JSX", 0, 0, 191, 0, 4, 14, 209
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\ProductFormPatient.tsx", "TypeScript JSX", 0, 0, 150, 0, 4, 13, 167
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\RentStepperDialog.tsx", "TypeScript JSX", 0, 0, 327, 0, 25, 39, 391
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\RentStepperSidebar.tsx", "TypeScript JSX", 0, 0, 190, 0, 9, 12, 211
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\SaleStepperDialog.tsx", "TypeScript JSX", 0, 0, 386, 0, 31, 44, 461
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\SaleStepperSidebar.tsx", "TypeScript JSX", 0, 0, 204, 0, 9, 13, 226
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\StepperForm.tsx", "TypeScript JSX", 0, 0, 104, 0, 1, 10, 115
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\TabSwitcher.tsx", "TypeScript JSX", 0, 0, 56, 0, 0, 6, 62
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\dialogs\DiagnosticResultDialog.tsx", "TypeScript JSX", 0, 0, 116, 0, 0, 9, 125
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\dialogs\ProductDialog.tsx", "TypeScript JSX", 0, 0, 262, 0, 27, 25, 314
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\sales\CNAMDossierSection.tsx", "TypeScript JSX", 0, 0, 94, 0, 1, 8, 103
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\sales\SaleDetailsCNAMTab.tsx", "TypeScript JSX", 0, 0, 124, 0, 2, 11, 137
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\sales\SaleDetailsTabsWithCNAM.tsx", "TypeScript JSX", 0, 0, 51, 0, 5, 10, 66
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\steps\ClientSelectionStep.tsx", "TypeScript JSX", 0, 0, 363, 0, 21, 29, 413
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\steps\ProductCard.tsx", "TypeScript JSX", 0, 0, 86, 0, 4, 13, 103
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\steps\ProductSelectionStep.tsx", "TypeScript JSX", 0, 0, 68, 0, 14, 6, 88
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\steps\diagnostic\DiagnosticProductDialog.tsx", "TypeScript JSX", 0, 0, 122, 0, 3, 9, 134
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\steps\diagnostic\NewDiagnosticProductStep.tsx", "TypeScript JSX", 0, 0, 204, 0, 17, 25, 246
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\steps\diagnostic\ParameterConfigurationDialog.tsx", "TypeScript JSX", 0, 0, 162, 0, 13, 20, 195
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\steps\product\CompanyProductSelection.tsx", "TypeScript JSX", 0, 0, 346, 0, 11, 23, 380
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\steps\product\PatientProductSelection.tsx", "TypeScript JSX", 0, 0, 318, 0, 22, 35, 375
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\steps\product\ProductParameterDialog.tsx", "TypeScript JSX", 0, 0, 86, 0, 7, 13, 106
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\steps\rental\RentalDetailsStep.tsx", "TypeScript JSX", 0, 0, 162, 0, 6, 11, 179
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\tables\DiagnosticTable.tsx", "TypeScript JSX", 0, 0, 336, 0, 12, 28, 376
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\tables\EmployeeDiagnosticTable.tsx", "TypeScript JSX", 0, 0, 20, 0, 0, 6, 26
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\tables\RentalTable.tsx", "TypeScript JSX", 0, 0, 266, 0, 5, 20, 291
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\tables\SalesTable.tsx", "TypeScript JSX", 0, 0, 314, 0, 5, 20, 339
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\tables\columns.tsx", "TypeScript JSX", 0, 0, 98, 0, 2, 6, 106
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\components\tables\data-table.tsx", "TypeScript JSX", 0, 0, 105, 0, 0, 7, 112
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\dashboard\index.tsx", "TypeScript JSX", 0, 0, 88, 0, 5, 14, 107
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\diagnostics\[id]\components\DeviceInformation.tsx", "TypeScript JSX", 0, 0, 119, 0, 2, 13, 134
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\diagnostics\[id]\components\DiagnosticDocuments.tsx", "TypeScript JSX", 0, 0, 235, 0, 17, 24, 276
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\diagnostics\[id]\components\DiagnosticHeader.tsx", "TypeScript JSX", 0, 0, 114, 0, 3, 12, 129
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\diagnostics\[id]\components\DiagnosticNotes.tsx", "TypeScript JSX", 0, 0, 123, 0, 1, 11, 135
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\diagnostics\[id]\components\DiagnosticResultsForm.tsx", "TypeScript JSX", 0, 0, 305, 0, 16, 25, 346
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\diagnostics\[id]\components\DiagnosticTasks.tsx", "TypeScript JSX", 0, 0, 218, 0, 7, 25, 250
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\diagnostics\[id]\components\PatientInformation.tsx", "TypeScript JSX", 0, 0, 84, 0, 2, 12, 98
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\diagnostics\[id]\index.tsx", "TypeScript JSX", 0, 0, 207, 0, 12, 20, 239
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\diagnostics\[id]\results.tsx", "TypeScript JSX", 0, 0, 197, 0, 7, 19, 223
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\diagnostics\index.tsx", "TypeScript JSX", 0, 0, 80, 0, 3, 10, 93
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\history\index.tsx", "TypeScript JSX", 0, 0, 13, 0, 0, 4, 17
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\notifications\index.tsx", "TypeScript JSX", 0, 0, 13, 0, 0, 4, 17
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\renseignement\components\FileViewer.tsx", "TypeScript JSX", 0, 0, 1, 0, 0, 1, 2
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\renseignement\components\RenseignementTable.tsx", "TypeScript JSX", 0, 0, 8, 0, 0, 2, 10
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\renseignement\index.tsx", "TypeScript JSX", 0, 0, 10, 0, 3, 1, 14
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\rentals\index.tsx", "TypeScript JSX", 0, 0, 13, 0, 0, 4, 17
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\sales\index.tsx", "TypeScript JSX", 0, 0, 13, 0, 0, 4, 17
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\stock\index.tsx", "TypeScript JSX", 0, 0, 13, 0, 0, 4, 17
"d:\gazzeh travail\espace-elite\src\pages\roles\employee\tasks\index.tsx", "TypeScript JSX", 0, 0, -31, 0, -2, -2, -35
"d:\gazzeh travail\espace-elite\src\pages\welcome.tsx", "TypeScript JSX", 0, 0, -109, 0, -2, -3, -114
"d:\gazzeh travail\espace-elite\src\server\uploadthing.ts", "TypeScript", 0, 83, 0, 0, 10, 12, 105
"d:\gazzeh travail\espace-elite\src\styles\globals.css", "CSS", 32, 0, 0, 0, 1, 1, 34
"d:\gazzeh travail\espace-elite\src\types\enums\index.ts", "TypeScript", 0, 92, 0, 0, 0, 16, 108
"d:\gazzeh travail\espace-elite\src\types\forms\PatientFormData.ts", "TypeScript", 0, 40, 0, 0, 18, 6, 64
"d:\gazzeh travail\espace-elite\src\types\forms\PatientFormProps.ts", "TypeScript", 0, 32, 0, 0, 1, 1, 34
"d:\gazzeh travail\espace-elite\src\types\index.ts", "TypeScript", 0, -345, 0, 0, 2, -21, -364
"d:\gazzeh travail\espace-elite\src\types\models\Appointment.ts", "TypeScript", 0, 16, 0, 0, 0, 2, 18
"d:\gazzeh travail\espace-elite\src\types\models\AuthState.ts", "TypeScript", 0, 6, 0, 0, 0, 2, 8
"d:\gazzeh travail\espace-elite\src\types\models\Company.ts", "TypeScript", 0, 32, 0, 0, 0, 2, 34
"d:\gazzeh travail\espace-elite\src\types\models\Diagnostic.ts", "TypeScript", 0, 22, 0, 0, 0, 2, 24
"d:\gazzeh travail\espace-elite\src\types\models\DiagnosticResult.ts", "TypeScript", 0, 12, 0, 0, 0, 1, 13
"d:\gazzeh travail\espace-elite\src\types\models\Doctor.ts", "TypeScript", 0, 12, 0, 0, 0, 2, 14
"d:\gazzeh travail\espace-elite\src\types\models\File.ts", "TypeScript", 0, 13, 0, 0, 0, 2, 15
"d:\gazzeh travail\espace-elite\src\types\models\Location.ts", "TypeScript", 0, 10, 0, 0, 0, 2, 12
"d:\gazzeh travail\espace-elite\src\types\models\MedicalDevice.ts", "TypeScript", 0, 45, 0, 0, 0, 3, 48
"d:\gazzeh travail\espace-elite\src\types\models\MedicalDeviceParametre.ts", "TypeScript", 0, 26, 0, 0, 7, 8, 41
"d:\gazzeh travail\espace-elite\src\types\models\MedicalRecord.ts", "TypeScript", 0, 10, 0, 0, 0, 2, 12
"d:\gazzeh travail\espace-elite\src\types\models\Notification.ts", "TypeScript", 0, 17, 0, 0, 0, 2, 19
"d:\gazzeh travail\espace-elite\src\types\models\Patient.ts", "TypeScript", 0, 48, 0, 0, 0, 2, 50
"d:\gazzeh travail\espace-elite\src\types\models\PatientHistory.ts", "TypeScript", 0, 16, 0, 0, 0, 2, 18
"d:\gazzeh travail\espace-elite\src\types\models\Payment.ts", "TypeScript", 0, 21, 0, 0, 0, 2, 23
"d:\gazzeh travail\espace-elite\src\types\models\Product.ts", "TypeScript", 0, 30, 0, 0, 0, 2, 32
"d:\gazzeh travail\espace-elite\src\types\models\Rental.ts", "TypeScript", 0, 20, 0, 0, 0, 2, 22
"d:\gazzeh travail\espace-elite\src\types\models\RepairLog.ts", "TypeScript", 0, 19, 0, 0, 0, 2, 21
"d:\gazzeh travail\espace-elite\src\types\models\RepairSparePart.ts", "TypeScript", 0, 12, 0, 0, 0, 2, 14
"d:\gazzeh travail\espace-elite\src\types\models\Sale.ts", "TypeScript", 0, 26, 0, 0, 5, 7, 38
"d:\gazzeh travail\espace-elite\src\types\models\SaleItem.ts", "TypeScript", 0, 20, 0, 0, 4, 6, 30
"d:\gazzeh travail\espace-elite\src\types\models\Stock.ts", "TypeScript", 0, 14, 0, 0, 0, 2, 16
"d:\gazzeh travail\espace-elite\src\types\models\StockLocation.ts", "TypeScript", 0, 20, 0, 0, 0, 2, 22
"d:\gazzeh travail\espace-elite\src\types\models\StockTransfer.ts", "TypeScript", 0, 28, 0, 0, 0, 6, 34
"d:\gazzeh travail\espace-elite\src\types\models\Task.ts", "TypeScript", 0, 15, 0, 0, 0, 2, 17
"d:\gazzeh travail\espace-elite\src\types\models\Technician.ts", "TypeScript", 0, 11, 0, 0, 0, 2, 13
"d:\gazzeh travail\espace-elite\src\types\models\User.ts", "TypeScript", 0, 40, 0, 0, 0, 2, 42
"d:\gazzeh travail\espace-elite\src\types\models\UserActionHistory.ts", "TypeScript", 0, 12, 0, 0, 0, 2, 14
"d:\gazzeh travail\espace-elite\src\types\react-leaflet.d.ts", "TypeScript", 0, -48, 0, 0, 0, -8, -56
"d:\gazzeh travail\espace-elite\src\utils\statusUtils.ts", "TypeScript", 0, 18, 0, 0, 0, 2, 20
"d:\gazzeh travail\espace-elite\src\utils\uploadthing.ts", "TypeScript", 0, 7, 0, 0, 0, 3, 10
"Total", "-", 32, 5911, 25434, 228, 2051, 3589, 37245